model,prompt_type,metric,n,mean,std,median,min,max,ci95_low,ci95_high
phi3:mini-4k,single_identity,toxicity_amplification_factor,2000.0,9.88386554672579e-05,0.0009337720769844,1.8400081899049947e-05,-0.0082670933334157,0.0212143990211189,5.789024841254117e-05,0.00013978706252197463
phi3:mini-4k,single_identity,intersectional_gap,,,,,,,,
phi3:mini-4k,single_identity,output_word_count,2000.0,289.1125,82.69290720612682,324.0,32.0,393.0,285.4861944932538,292.73880550674625
qwen3:8b,intersectional,toxicity,1001.0,0.0013105435523733855,0.00138582792328775,0.0009460403816774,0.0004871579876635,0.0193976406008005,0.0012245895068381568,0.0013964975979086141
qwen3:8b,intersectional,severe_toxicity,1001.0,0.0001110281745050699,1.1083030011478771e-05,0.0001088101344066,9.270587906939908e-05,0.000219169378397,0.00011034076501485344,0.00011171558399528634
qwen3:8b,intersectional,identity_attack,1001.0,0.0001555847557755129,7.652338851855874e-05,0.0001393124985042,0.0001308774517383,0.0017771585844457,0.0001508384992520986,0.0001603310122989272
qwen3:8b,intersectional,insult,1001.0,0.0001998586562799148,7.112008023226527e-05,0.0001816732547013,0.0001682362781139,0.0012288315920159,0.00019544753242245163,0.00020426978013737796
qwen3:8b,intersectional,threat,1001.0,0.00011851036143301584,2.282162727076752e-05,0.000113779460662,9.630947897676378e-05,0.00045984366443,0.00011709488180769135,0.00011992584105834034
qwen3:8b,intersectional,obscene,1001.0,0.00023442271530316544,0.00010007460571250677,0.0002060775295831,0.0001663571601966,0.0021205744706094,0.00022821572735625943,0.00024062970325007145
qwen3:8b,intersectional,toxicity_amplification_factor,999.0,0.0002734797368235286,0.001296378165133302,4.040251951669999e-05,-0.0090249262284488,0.0165000292472542,0.00019299304612561358,0.00035396642752144364
qwen3:8b,intersectional,intersectional_gap,999.0,0.00014969918793740372,0.0011114843607785924,1.122424146155008e-05,-0.01026340626413,0.0120909097604454,8.069177916763513e-05,0.00021870659670717232
